journey_id,user_id,conversion_timestamp,order_value_usd,n_touchpoints,journey_span_days,converting_channel,segment
j_3d053df1c9,u_1461802064c8,2023-12-15 12:48:39,143.49,2,3,email_newsletter,high_intent_shopper
j_ad93005055,u_c66b908794df,2023-08-23 11:14:00,43.73,7,22,direct,brand_aware_browser
j_926a260a5f,u_94028d135946,2023-03-04 09:19:28,53.33,1,0,paid_social_instagram,high_intent_shopper
j_d7e07ebb37,u_1d9d275db915,2023-08-20 21:12:04,38.36,2,16,email_retargeting,price_sensitive
j_a1d54c1d47,u_8e1c15a6d504,2023-10-24 14:53:41,94.92,4,5,paid_social_facebook,brand_aware_browser
j_3b9137792f,u_565e1aa6f750,2023-10-10 07:21:55,166.21,1,0,paid_social_facebook,repeat_customer
j_88b8240f6d,u_6f37f09b56f7,2023-06-22 20:13:16,86.27,1,0,paid_search_bing,high_intent_shopper
j_dedb9b0fc1,u_f24e95e8ae7b,2023-05-30 12:28:39,100.26,3,17,email_retargeting,brand_aware_browser
j_3491aef7dd,u_db8a6df53a35,2023-10-09 06:06:50,71.57,1,0,display_programmatic,high_intent_shopper
j_0c3cbf0ec6,u_190586f5eacc,2023-04-17 08:39:21,45.35,1,0,paid_social_instagram,repeat_customer
j_9a328e3e8c,u_a580ee0e2a6d,2023-05-21 14:56:41,208.37,1,0,email_newsletter,repeat_customer
j_9afbc417a6,u_80978d90cf93,2023-04-17 10:13:41,117.31,1,0,email_retargeting,repeat_customer
j_f6ffeecc2b,u_3c77eab73f89,2023-11-29 20:25:50,63.99,3,16,paid_search_bing,high_intent_shopper
j_58a7c8ba6a,u_dbbaeb22e0e9,2023-10-13 08:45:07,154.94,2,4,email_newsletter,high_intent_shopper
j_756ebe63a7,u_e6ec87595930,2023-03-01 03:01:32,58.52,5,13,paid_search_google,price_sensitive
j_34f152b233,u_f3aa772b7d4d,2023-04-16 18:39:04,186.85,4,27,paid_search_google,repeat_customer
j_07e093bcaf,u_e5a2705b778e,2023-12-06 10:26:04,58.44,1,0,paid_social_instagram,repeat_customer
j_7a30ba93c8,u_eb51e5d57c8b,2023-09-01 01:10:57,181.55,1,0,paid_search_google,price_sensitive
j_32b0876a10,u_8575cdd00534,2023-08-11 17:08:44,88.33,4,15,paid_search_bing,high_intent_shopper
j_1635d2eefb,u_ddffa486e88b,2023-02-27 20:43:06,82.59,1,0,display_programmatic,repeat_customer
j_1b81ac84b0,u_750d0bbb90b6,2023-03-29 07:28:59,81.11,1,0,paid_social_facebook,repeat_customer
j_34bcc13358,u_c3be2be1b4d2,2023-09-08 23:02:01,108.53,5,26,paid_social_instagram,brand_aware_browser
j_c213db32ae,u_2a1ccc699038,2023-03-21 22:46:22,196.78,2,12,paid_social_instagram,brand_aware_browser
j_bfd9ce3306,u_b3ba14694d20,2023-02-13 10:48:30,272.45,2,12,paid_social_instagram,repeat_customer
j_971a9f0629,u_74e6d92f0547,2023-08-18 19:45:18,112.0,1,0,paid_search_bing,high_intent_shopper
j_f28868af09,u_e9095a63195b,2023-07-11 02:06:42,123.22,2,4,paid_search_bing,high_intent_shopper
j_3147e46c4f,u_bba6f24a6885,2023-12-03 12:28:28,35.06,5,26,paid_social_facebook,brand_aware_browser
j_c779bc2493,u_9f7803e0fd4e,2023-07-14 23:31:38,86.3,3,15,display_programmatic,high_intent_shopper
j_6831113f4e,u_40fbf54e8896,2023-08-18 07:35:28,182.61,3,3,email_retargeting,repeat_customer
j_f62e667835,u_5b363d1be248,2023-06-24 00:38:04,111.03,9,20,email_retargeting,brand_aware_browser
j_632cfde557,u_fa1a62171edd,2023-06-25 08:29:18,38.26,8,13,email_retargeting,price_sensitive
j_97f838e152,u_2222cae6fcd7,2023-08-11 13:58:03,72.35,1,0,paid_social_instagram,price_sensitive
j_8f40a7d3c6,u_5712d01a7c17,2023-02-20 09:41:29,71.59,2,19,display_programmatic,high_intent_shopper
j_6369a76fec,u_8205f69ab4b9,2023-05-22 22:07:28,93.4,1,0,paid_social_instagram,high_intent_shopper
j_f5fc490c04,u_ffd11a2f4e03,2023-03-06 19:30:52,142.38,3,17,paid_search_google,high_intent_shopper
j_e566e0c87e,u_e10f10c156d6,2023-12-02 12:23:24,58.01,4,17,display_programmatic,new_visitor
j_c004e9437c,u_7af1ee598a72,2023-05-02 20:22:03,48.12,6,24,paid_search_google,brand_aware_browser
j_108b9cb28c,u_216afd8db1d8,2023-05-11 21:01:57,77.28,3,27,email_retargeting,high_intent_shopper
j_de9a048369,u_29d0710e1f01,2023-09-04 05:14:16,107.64,3,14,email_newsletter,high_intent_shopper
j_ed87fd57ff,u_e0619de8a76a,2023-09-12 01:19:36,293.08,3,14,direct,repeat_customer
j_c5f45721c5,u_75b32d951e99,2023-04-29 16:23:49,108.34,1,0,display_programmatic,repeat_customer
j_f190696f93,u_c51561229e7f,2023-02-01 00:12:02,85.07,3,4,paid_social_facebook,high_intent_shopper
j_81b006de87,u_1e6bb8e6e51b,2023-03-23 02:38:26,142.69,1,0,paid_social_facebook,high_intent_shopper
j_19c71e80c9,u_6c1beea13f82,2023-04-28 10:44:26,89.59,5,22,email_newsletter,high_intent_shopper
j_bea16d9fed,u_aa62296034d1,2023-04-22 18:46:11,58.56,2,6,paid_search_google,high_intent_shopper
j_0188f722a1,u_f5bfdf539de8,2023-07-28 15:42:52,196.37,1,0,organic_search_seo,repeat_customer
j_3d5941849a,u_5d22d3ab70a5,2023-10-10 14:00:51,24.22,3,19,paid_social_instagram,price_sensitive
j_b498c49ea4,u_4f18d2c10f25,2023-07-06 15:38:01,176.38,1,0,paid_social_facebook,repeat_customer
j_ff23ce7313,u_e0045f397781,2023-10-04 15:16:12,129.64,1,0,email_newsletter,repeat_customer
j_b90f845b85,u_b6dfb3fbfd47,2023-02-19 09:13:24,56.13,1,0,paid_social_facebook,high_intent_shopper
j_c374fcb5f8,u_879b44d71338,2023-04-13 08:27:30,59.27,4,15,influencer,new_visitor
j_7e7a461da2,u_faa64d24b8da,2023-11-28 15:16:36,92.38,3,11,direct,high_intent_shopper
j_cb01e01393,u_eab4e57fe9db,2023-01-26 16:16:14,30.67,1,0,paid_social_facebook,high_intent_shopper
j_29871ce9e4,u_9091c677fa77,2023-08-13 01:09:19,139.58,1,0,paid_social_facebook,price_sensitive
j_e1ff23ff1a,u_eca9e864550e,2023-03-05 07:17:44,71.62,1,0,display_programmatic,repeat_customer
j_854a9bca29,u_6ec634163d19,2023-10-02 15:19:17,122.45,1,0,influencer,repeat_customer
j_3d87e856fb,u_f7958f5593c9,2023-05-11 09:38:41,97.81,1,0,display_programmatic,high_intent_shopper
j_befabc6507,u_3b93c4d0d4e1,2023-10-13 23:39:32,55.04,2,5,email_retargeting,brand_aware_browser
j_845ccd8de3,u_a4842d2689b2,2023-12-01 17:13:18,107.61,2,19,paid_search_bing,repeat_customer
j_26763d0d58,u_f54b68f34751,2023-06-10 02:18:05,79.09,5,21,organic_search_seo,high_intent_shopper
j_fc4301cf40,u_d9391c2b8ce0,2023-04-03 17:50:30,79.93,3,11,email_retargeting,repeat_customer
j_db9aabfb56,u_7765bc9ea0a1,2023-02-25 05:25:31,110.34,2,0,paid_search_google,high_intent_shopper
j_4941cd726f,u_85d3458de069,2023-10-23 21:32:22,69.48,2,21,display_programmatic,repeat_customer
j_61365725dc,u_e6ded086c07f,2023-12-26 22:00:07,97.0,4,22,email_newsletter,brand_aware_browser
j_ea63b9b2cd,u_6e4a9aa275b4,2023-04-19 13:47:43,96.94,1,0,paid_social_instagram,repeat_customer
j_96eb8aabd5,u_1b0b2b88e4f5,2023-11-19 20:05:00,108.15,5,26,paid_social_facebook,high_intent_shopper
j_db555571b1,u_8b2058d59dc6,2023-11-11 03:07:50,97.47,4,10,display_programmatic,high_intent_shopper
j_cf9db1d355,u_219d120b3c1e,2023-02-10 10:15:52,129.52,1,0,paid_social_facebook,high_intent_shopper
j_504b5105d8,u_4f537fc65310,2023-02-19 09:43:14,100.93,1,0,influencer,repeat_customer
j_19cc7226c8,u_be6dc52512d9,2023-09-26 04:39:45,146.6,3,20,display_programmatic,repeat_customer
j_395882681a,u_44b2f351936d,2023-04-11 21:50:24,44.46,4,26,paid_search_google,brand_aware_browser
j_887213ef6c,u_772b25612dff,2023-11-14 20:35:35,132.63,1,0,paid_social_instagram,repeat_customer
j_1aad60f1b2,u_54cde2a0793a,2023-08-26 15:52:31,143.95,9,28,paid_search_google,new_visitor
j_6ce65aaf2c,u_45bb92b91f23,2023-05-27 19:49:13,59.21,2,4,paid_search_google,high_intent_shopper
j_4d20310f60,u_0425ca6895f3,2023-04-20 14:28:02,40.04,9,23,email_retargeting,price_sensitive
j_0143be9931,u_88a0996b0ba7,2023-07-23 14:42:08,82.49,2,17,organic_search_seo,high_intent_shopper
j_adca82929b,u_c44465a01e2b,2023-04-06 10:20:09,240.84,4,17,paid_search_google,high_intent_shopper
j_9a2d202826,u_64ec7fadedbb,2023-04-26 05:05:23,217.86,1,0,paid_social_facebook,repeat_customer
j_08405c5bf0,u_c4da2dea67cc,2023-03-14 17:26:33,149.79,5,18,paid_search_google,repeat_customer
j_cf29790bba,u_c1bb3ccc8b6d,2023-09-10 21:51:36,93.67,4,24,paid_search_bing,repeat_customer
j_61b7a920f5,u_fe96de41de65,2023-12-13 16:56:49,112.2,3,16,paid_search_google,high_intent_shopper
j_8e649d5bad,u_beecbce0d331,2023-11-01 01:16:17,246.9,7,23,paid_social_instagram,high_intent_shopper
j_0f1ceb54e2,u_f48a8ca1dbb1,2023-12-09 14:01:12,51.67,1,0,paid_search_bing,high_intent_shopper
j_e3f021ca39,u_dcc0ac107d13,2023-08-08 00:59:07,62.67,1,0,display_programmatic,high_intent_shopper
j_207e9bf367,u_df5ace3a5bc9,2023-02-27 05:55:04,112.06,7,27,email_retargeting,high_intent_shopper
j_9de4dd8819,u_59bc1ae80588,2023-08-23 20:45:36,67.62,11,20,email_newsletter,brand_aware_browser
j_c4a92b992a,u_3deb07c17b8c,2023-05-07 13:46:08,48.96,1,0,paid_social_facebook,brand_aware_browser
j_c15b6f62f5,u_58277a75c263,2023-06-17 20:03:16,120.47,3,17,paid_social_facebook,repeat_customer
j_dfea83e7de,u_7cb0ba9a523a,2023-08-13 16:03:46,36.55,1,0,display_programmatic,high_intent_shopper
j_18d2196b1d,u_f1aaaa864bf5,2023-05-02 18:41:53,30.88,4,14,paid_social_facebook,price_sensitive
j_194740006c,u_23054a399230,2023-04-30 03:59:48,113.25,1,0,email_newsletter,high_intent_shopper
j_18e727fba6,u_ca03af9122f4,2023-11-04 13:30:13,56.09,1,0,paid_search_bing,high_intent_shopper
j_dae22f608c,u_30f58d38843c,2023-11-15 10:18:10,41.39,1,0,paid_social_instagram,repeat_customer
j_d2bb22d503,u_e5da6aa55d38,2023-07-15 07:04:26,52.71,4,21,paid_social_facebook,brand_aware_browser
j_ee234dbb11,u_d79f0b8f1f52,2023-10-04 07:09:35,131.04,2,10,email_newsletter,repeat_customer
j_24d08c4e05,u_70b85b54fbe6,2023-05-30 06:04:03,157.39,4,13,email_newsletter,repeat_customer
j_d1588455c2,u_5b628299c73a,2023-07-17 06:53:35,158.59,2,7,display_programmatic,high_intent_shopper
j_931a98a9a8,u_f7055b1d1a92,2023-04-07 17:56:54,68.34,1,0,influencer,high_intent_shopper
j_b6aef0bcde,u_5a97a626a098,2023-12-21 07:47:51,86.66,1,0,paid_search_google,high_intent_shopper
j_2cddf7aef1,u_aa2a47f257d9,2023-09-17 09:24:06,137.12,2,11,display_programmatic,repeat_customer
j_8e0cc5b02d,u_109ba9c20d73,2023-12-22 01:47:04,135.65,4,22,email_newsletter,high_intent_shopper
j_70913b4cd4,u_007af841584a,2023-09-14 16:15:50,113.97,3,2,paid_search_bing,high_intent_shopper
j_69c6e39ad9,u_cf1aae45de8f,2023-03-10 00:12:47,42.19,1,0,influencer,high_intent_shopper
j_919e8c7ebd,u_74711239a040,2023-12-16 18:27:42,82.36,4,20,paid_search_google,high_intent_shopper
j_edf3803129,u_34ef1ada9ac3,2023-04-19 13:38:51,53.64,7,25,direct,brand_aware_browser
j_7a446c6725,u_a27126e345ef,2023-04-21 19:34:38,91.89,9,27,influencer,brand_aware_browser
j_75ca48c4fe,u_94977718d166,2023-04-17 17:05:41,140.46,3,20,paid_search_bing,repeat_customer
j_0dedadc6cc,u_307477b2fe28,2023-07-16 23:55:48,329.78,1,0,paid_social_facebook,repeat_customer
j_e42094f156,u_a28320bc1bc7,2023-04-01 14:35:08,176.62,1,0,paid_social_facebook,high_intent_shopper
j_c30c6dc79e,u_9a867ac6555d,2023-10-16 16:30:53,65.25,1,0,paid_social_instagram,high_intent_shopper
j_37411e4064,u_7eb4cbeecc35,2023-02-24 05:24:50,100.46,5,26,paid_search_google,brand_aware_browser
j_9aa02e2ab9,u_a202941f52bf,2023-10-03 06:53:02,182.63,3,10,paid_search_google,repeat_customer
j_9209bf970c,u_ed6f7b1b726c,2023-10-04 01:31:17,168.01,2,9,paid_search_google,high_intent_shopper
j_4c67659f16,u_9c6d198f9d34,2023-07-31 00:22:43,69.35,2,12,paid_search_bing,repeat_customer
j_56fb351465,u_5c13527e02a3,2023-10-31 05:40:16,64.54,2,28,direct,high_intent_shopper
j_5001f6509c,u_1d87dacab6c1,2023-12-15 13:50:05,32.52,2,4,paid_search_google,price_sensitive
j_70d1d47ae4,u_e44f4c1d5d77,2023-03-27 17:53:33,93.92,1,0,display_programmatic,price_sensitive
j_2beeb4cfac,u_f90ce7bae56d,2023-05-30 00:18:35,192.93,1,0,paid_social_facebook,repeat_customer
j_f535ea464f,u_a83cf0f22c35,2023-12-04 04:15:31,52.77,3,19,influencer,price_sensitive
j_736197d6fc,u_fd0119cd7af5,2023-11-26 16:18:17,77.08,1,0,paid_social_instagram,high_intent_shopper
j_b632314b4c,u_5f74095af012,2023-05-29 07:39:17,105.2,3,23,paid_social_instagram,high_intent_shopper
j_68bff30763,u_ed9a608c6455,2023-02-11 11:41:28,111.2,2,4,email_newsletter,repeat_customer
j_4e515e6305,u_be9b8398b747,2023-08-19 00:18:38,77.93,2,20,paid_social_facebook,repeat_customer
j_9f9a615bb3,u_108af4a17280,2023-03-05 21:53:25,113.11,4,27,paid_social_instagram,high_intent_shopper
j_456609ac80,u_a486b1752ab1,2023-03-23 10:41:46,181.83,3,6,email_retargeting,high_intent_shopper
j_28dfb5c4ef,u_31cc81be5ab3,2023-04-10 15:15:43,183.52,1,0,paid_search_google,brand_aware_browser
j_543632a2da,u_d1c754004fd2,2023-09-09 10:23:51,66.81,1,0,paid_social_facebook,high_intent_shopper
j_60857b7e0b,u_a6d7d85de110,2023-11-27 05:53:52,133.4,2,0,paid_search_google,repeat_customer
j_5ff992e506,u_4fdfaeee7cc4,2023-11-12 17:02:11,99.92,6,21,paid_search_bing,new_visitor
j_7989eda6ac,u_30e9e7b6769c,2023-10-13 12:28:26,190.76,1,0,paid_search_google,repeat_customer
j_48f74564f9,u_1d93f7433919,2023-03-01 17:43:46,45.06,5,16,paid_search_bing,high_intent_shopper
j_a2778bc2a6,u_3d710f12593f,2023-03-18 12:03:32,276.11,1,0,paid_social_facebook,repeat_customer
j_112fb977e8,u_bdfb96888646,2023-08-05 12:18:50,109.05,2,5,paid_search_google,high_intent_shopper
j_478a04c8c8,u_e16da6c2e7da,2023-05-14 14:27:12,89.8,1,0,paid_search_google,high_intent_shopper
j_33b67f10c4,u_b32e10d1f628,2023-06-18 23:04:57,52.81,3,9,paid_search_bing,brand_aware_browser
j_8f65322710,u_71feefb46de7,2023-04-02 16:24:49,61.32,3,12,paid_social_facebook,brand_aware_browser
j_f13baceef1,u_25f57be3345d,2023-03-31 19:00:49,119.84,3,8,organic_search_seo,brand_aware_browser
j_404d13719a,u_5ab0c7ad99be,2023-11-09 15:31:15,310.1,1,0,influencer,high_intent_shopper
j_59c8333fbd,u_c84aa6249a14,2023-02-17 07:33:01,98.19,2,17,organic_search_seo,repeat_customer
j_0a1068a8d5,u_bbae92d297e8,2023-03-30 22:33:40,90.95,1,0,organic_search_seo,repeat_customer
j_28ea066872,u_672174809ba3,2023-03-06 23:00:06,45.05,3,19,paid_search_google,price_sensitive
j_4667d41439,u_abedab0a042f,2023-07-13 19:44:12,162.4,1,0,paid_social_instagram,repeat_customer
j_5294ac4d06,u_3c425a8d2296,2023-04-03 07:58:08,136.72,2,20,paid_search_google,high_intent_shopper
j_071843de5c,u_c1916f701edc,2023-11-04 23:51:05,110.45,1,0,paid_social_instagram,repeat_customer
j_4f4fc6ebd7,u_23017813b5b5,2023-10-18 22:29:13,257.19,1,0,display_programmatic,high_intent_shopper
j_f464eefaca,u_d682b0d9a302,2023-06-07 09:05:09,191.23,1,0,paid_social_facebook,high_intent_shopper
j_4b2beb3dab,u_1ef6fdf86068,2023-05-02 00:11:45,49.32,2,3,email_retargeting,high_intent_shopper
j_6f45b1608e,u_b6760c06e31b,2023-06-11 21:08:32,223.93,1,0,paid_social_facebook,high_intent_shopper
j_7e979f6bd6,u_60316e48307e,2023-05-15 18:09:07,49.89,3,17,paid_search_bing,high_intent_shopper
j_772451dcfb,u_902d8a94835b,2023-04-29 02:58:37,114.4,3,10,paid_social_facebook,high_intent_shopper
j_93ffdcf8b6,u_97508bfd8875,2023-07-27 23:11:30,59.77,4,16,organic_search_seo,high_intent_shopper
j_82bddb8b8f,u_49f612996f7d,2023-06-09 21:59:09,29.6,8,24,email_retargeting,new_visitor
j_aecb2ee754,u_7ce97fac102b,2023-09-01 07:00:23,161.27,8,19,paid_search_google,price_sensitive
j_d858bdc5d7,u_d8cb21dce4a5,2023-02-05 10:49:20,186.25,1,0,display_programmatic,high_intent_shopper
j_b38837712c,u_6db0764b5b0b,2023-10-25 01:13:10,189.2,1,0,paid_social_facebook,high_intent_shopper
j_45fba996f7,u_2c6994651711,2023-09-15 21:01:08,204.28,3,11,email_newsletter,high_intent_shopper
j_86cfe5fbf4,u_53ab060779ac,2023-04-19 02:06:22,123.26,1,0,display_programmatic,high_intent_shopper
j_d5fc85dc43,u_9cb2dbae8f0d,2023-02-21 13:09:51,82.31,1,0,paid_social_instagram,repeat_customer
j_a0d6029f99,u_0b4b7b68ec3e,2023-11-07 20:51:16,93.8,1,0,paid_social_facebook,high_intent_shopper
j_03c851301c,u_5c1007e3d87b,2023-10-28 13:40:51,228.45,3,15,paid_search_google,high_intent_shopper
j_2e146131a2,u_06182d7947cc,2023-02-18 06:52:00,124.79,1,0,influencer,repeat_customer
j_562624749f,u_ad3961c9dc63,2023-05-19 10:17:53,170.86,3,18,paid_search_google,repeat_customer
j_8ec7c13bed,u_b9159e224da6,2023-06-21 02:37:55,34.34,2,4,paid_social_facebook,new_visitor
j_ffeb7a8251,u_df328ff7233e,2023-07-09 19:09:27,76.42,3,26,paid_search_google,new_visitor
j_0a670693f6,u_4773f84f3aeb,2023-05-18 19:34:57,63.53,5,11,organic_search_seo,high_intent_shopper
j_3d714ee359,u_0d3896c9573e,2023-12-30 13:09:10,76.55,3,18,paid_social_instagram,high_intent_shopper
j_4352d38d0f,u_c9ecab27929b,2023-09-25 20:59:10,45.54,1,0,email_newsletter,high_intent_shopper
j_569bfcd357,u_6a4f76875484,2023-10-12 18:03:58,25.82,1,0,paid_social_facebook,high_intent_shopper
j_1f515e78ac,u_e60800468ce5,2023-06-13 10:28:12,78.44,1,0,influencer,high_intent_shopper
j_730faee1ed,u_2edf14d97899,2023-12-06 22:27:29,100.85,2,5,email_newsletter,repeat_customer
j_5c3d306a7f,u_5555e81936b3,2023-12-09 08:23:56,50.95,6,18,paid_search_google,price_sensitive
j_06bc951b44,u_fc53abf98867,2023-09-22 19:05:51,193.35,3,2,paid_search_bing,high_intent_shopper
j_2f90b87bab,u_6166d247e96c,2023-08-12 15:19:42,160.3,1,0,influencer,repeat_customer
j_4cfbd0b163,u_20ed791cf292,2023-03-12 22:00:06,151.9,1,0,paid_social_facebook,repeat_customer
j_723ecbe81e,u_538ae021b4e3,2023-10-09 16:47:17,80.62,1,0,paid_social_facebook,high_intent_shopper
j_76c339c638,u_14b90832581b,2023-10-17 12:12:44,112.94,3,8,influencer,brand_aware_browser
j_c9721b5cad,u_d65281ce8e09,2023-10-17 22:20:33,105.62,5,21,email_newsletter,new_visitor
j_2487e1a032,u_cf18a953456a,2023-10-15 04:48:32,92.77,1,0,direct,high_intent_shopper
j_01d1327eec,u_a244a5a25fb6,2023-01-15 12:43:10,47.25,3,6,paid_social_facebook,price_sensitive
j_d29087d843,u_eb18ba03a9d5,2023-12-13 22:02:50,19.77,2,14,direct,brand_aware_browser
j_0b832b9e11,u_47b5c39ed2c4,2023-03-01 06:23:01,52.53,6,20,paid_search_bing,new_visitor
j_1841aab3bd,u_9687fdfe8b3d,2023-12-23 07:31:23,40.44,4,17,paid_search_google,price_sensitive
j_c95077c4f8,u_55d6c32001fe,2023-03-04 07:39:57,89.69,1,0,paid_social_instagram,high_intent_shopper
j_48dba5a917,u_4af675afd293,2023-03-26 10:47:06,143.79,2,2,paid_search_google,repeat_customer
j_6efedaa7a5,u_59096115d72f,2023-12-22 07:42:39,197.44,3,16,paid_social_facebook,repeat_customer
j_907abd214d,u_09cce10034b9,2023-11-17 12:47:36,213.36,4,16,paid_search_google,new_visitor
j_0ccc891404,u_1b8a6c075890,2023-11-09 19:37:55,65.32,6,26,paid_search_google,brand_aware_browser
j_7ccf8e9587,u_974159b58703,2023-07-12 22:40:02,42.4,6,15,direct,price_sensitive
j_8d86881fd8,u_9ba075148b45,2023-04-27 22:29:17,95.26,2,0,paid_search_google,high_intent_shopper
j_83fc674c33,u_4cac3167b293,2023-03-11 16:09:21,108.95,3,8,display_programmatic,high_intent_shopper
j_fe9500aed6,u_58a3380a2027,2023-03-21 23:09:13,169.91,1,0,display_programmatic,high_intent_shopper
j_6326aa29ce,u_055bda754911,2023-06-04 14:56:20,68.04,3,10,display_programmatic,brand_aware_browser
j_f2694ac3a4,u_548e51a3a672,2023-11-21 08:29:53,86.97,1,0,paid_social_instagram,high_intent_shopper
j_8b90861e30,u_d652af8d00a7,2023-02-15 11:02:00,123.72,3,10,paid_social_facebook,high_intent_shopper
j_fdc102de06,u_a92bf45ecdd0,2023-10-07 16:38:55,49.38,4,9,paid_search_google,new_visitor
j_a35559dac9,u_911d1685c2e6,2023-03-30 23:39:59,178.45,1,0,paid_search_google,repeat_customer
j_697c390f44,u_e31bc629850b,2023-11-16 00:15:08,68.03,4,12,paid_social_facebook,new_visitor
j_7ea758d209,u_fe031618680f,2023-05-25 13:35:46,232.74,1,0,paid_social_instagram,repeat_customer
j_fb5efbf165,u_73e992d6fe08,2023-08-15 16:22:00,156.7,2,9,paid_search_google,repeat_customer
j_6607ab72cb,u_b67d6745bf8f,2023-04-25 23:17:26,125.73,1,0,paid_social_instagram,high_intent_shopper
j_f325d61134,u_f580b4381cac,2023-10-16 06:10:28,33.62,1,0,paid_search_bing,price_sensitive
j_73224137e1,u_8b518a5509da,2023-03-09 03:41:32,23.47,1,0,paid_social_facebook,high_intent_shopper
j_e6780c560c,u_577db7083b9f,2023-05-08 05:13:12,158.98,3,12,paid_social_instagram,repeat_customer
j_9d6a7ffaf3,u_cd094f87f60e,2023-08-13 23:01:41,57.88,3,6,direct,repeat_customer
j_e756c42e3d,u_6d6f7e7dee30,2023-06-09 13:15:15,26.62,2,6,paid_search_google,high_intent_shopper
j_bdd61009da,u_193aa234b288,2023-11-19 19:54:42,111.68,3,18,paid_search_google,high_intent_shopper
j_fcdda5720b,u_a44ee052a0e1,2023-12-10 22:26:03,108.59,3,25,paid_search_google,high_intent_shopper
j_8fb2a835e4,u_1b34e2bf9453,2023-11-29 07:00:44,69.67,1,0,organic_search_seo,high_intent_shopper
j_64057dc617,u_5b6bff58732a,2023-08-21 12:54:00,151.86,1,0,influencer,repeat_customer
j_57b8c62596,u_2ed2a530143c,2023-02-02 21:11:34,115.68,2,4,paid_search_bing,repeat_customer
j_1dafbd8586,u_3bc0655e4e02,2023-08-19 22:29:45,62.37,7,20,display_programmatic,price_sensitive
j_8f87a51fd6,u_1b8792886783,2023-12-11 06:05:32,65.11,7,20,paid_search_google,new_visitor
j_0cf6d47d4b,u_45d7c9972bd9,2023-03-31 13:40:37,98.1,2,27,email_retargeting,repeat_customer
j_b03d3f2bad,u_3196db9e070e,2023-11-27 12:59:38,98.39,1,0,paid_social_facebook,repeat_customer
j_8771a4867e,u_1f8b52f1df93,2023-02-16 00:08:19,288.58,1,0,paid_social_facebook,repeat_customer
j_d5fc1ef955,u_6fbd1c7f0fe6,2023-06-04 07:27:25,146.96,3,0,paid_search_bing,high_intent_shopper
j_9853fcb288,u_da8ac0bc6fb6,2023-07-31 09:26:27,72.65,5,21,organic_search_seo,price_sensitive
j_5f176b5dff,u_c2ecae6e7928,2023-09-03 22:14:12,71.07,7,19,paid_search_google,brand_aware_browser
j_28bade9d54,u_5cef7b790464,2023-07-01 03:09:35,44.18,7,26,email_retargeting,brand_aware_browser
j_ec72d0371d,u_5fdb5afa62f9,2023-04-08 18:40:45,128.44,4,19,organic_search_seo,high_intent_shopper
j_ee6b12c418,u_4e05d61c7879,2023-04-08 16:32:54,50.97,5,24,paid_search_google,price_sensitive
j_298ab90677,u_f91e138b037a,2023-04-07 11:21:33,81.27,7,16,paid_search_google,new_visitor
j_e4a2704749,u_98298897a464,2023-07-09 01:35:14,65.42,6,16,paid_social_facebook,price_sensitive
j_4c76d72142,u_ecdc915ed854,2023-06-20 20:46:55,32.3,4,16,display_programmatic,price_sensitive
j_ed6df2ad7e,u_41e9ad400166,2023-12-17 14:07:48,41.09,2,6,paid_search_google,brand_aware_browser
j_de83232d2d,u_372909023a95,2023-11-01 16:39:05,80.29,3,15,paid_search_google,price_sensitive
j_aa95439183,u_abe2e39688d5,2023-08-23 23:19:00,98.5,3,5,email_retargeting,high_intent_shopper
j_4401b0115c,u_1bede513bc20,2023-09-02 18:30:17,62.61,2,3,paid_social_facebook,repeat_customer
j_afe016bd16,u_451b1c0d8ef7,2023-09-16 05:04:27,63.89,4,1,email_retargeting,high_intent_shopper
j_eef08e6c73,u_c4005a369a87,2023-11-07 19:44:21,198.77,6,20,paid_search_google,brand_aware_browser
j_1564b0721d,u_6fad2b8df20b,2023-08-07 18:21:11,184.89,1,0,organic_search_seo,high_intent_shopper
j_5fc07b5bb2,u_3a069fb46d82,2023-10-22 05:21:30,52.13,2,16,direct,price_sensitive
j_46a0752210,u_776c096f7561,2023-11-11 15:36:18,101.73,1,0,email_newsletter,price_sensitive
j_1a93274f7d,u_a74abbf93662,2023-11-27 13:29:29,103.01,3,8,email_retargeting,high_intent_shopper
j_5e6b29d208,u_6e0171ea4e9a,2023-12-31 07:18:18,67.06,1,0,email_newsletter,repeat_customer
j_1eea2012b0,u_697a9508e916,2023-01-24 02:23:20,84.13,1,0,paid_social_instagram,price_sensitive
j_d5879ff2d0,u_5d4ef7ff1661,2023-10-16 07:39:11,76.44,2,9,email_retargeting,repeat_customer
j_99bba66b1b,u_e40214c1c61a,2023-12-05 08:03:37,143.1,2,1,paid_search_google,repeat_customer
j_159cca567c,u_7644aca106e6,2023-09-30 04:32:43,44.94,5,12,paid_search_bing,price_sensitive
j_cc42ee8747,u_752780c09731,2023-06-24 01:38:23,62.34,3,18,paid_search_bing,price_sensitive
j_f462be25a8,u_1688f38d3085,2023-06-18 21:55:19,146.61,3,23,organic_search_seo,repeat_customer
j_7d6dc0a4a4,u_d3f133d0a7d2,2023-07-08 22:27:52,89.65,3,17,paid_search_google,high_intent_shopper
j_6cd37c37f0,u_2207d929e0c4,2023-04-23 07:46:43,120.27,1,0,organic_search_seo,high_intent_shopper
j_a50d103b55,u_9c1c654c0db9,2023-11-02 10:03:41,69.36,1,0,paid_social_instagram,high_intent_shopper
