user_id,segment,journey_start,converted,n_touchpoints,device_primary,country
u_0720294a8e34,high_intent_shopper,2023-01-13,0,2,mobile,US
u_7a86aab4be1d,high_intent_shopper,2023-08-21,0,4,desktop,US
u_7e1ee4d3173d,new_visitor,2023-05-29,0,6,desktop,US
u_3c0cb41bae40,price_sensitive,2023-03-02,0,1,desktop,US
u_6818dc1817fd,price_sensitive,2023-02-09,0,5,mobile,CA
u_b68a4e50fc11,high_intent_shopper,2023-04-01,0,5,mobile,US
u_8cb82f68c55e,price_sensitive,2023-07-16,0,1,mobile,US
u_45551c3196a7,high_intent_shopper,2023-01-13,0,2,mobile,CA
u_52415a469be2,price_sensitive,2023-07-23,0,3,mobile,AU
u_d8b4f3480cad,new_visitor,2023-02-02,0,8,mobile,US
u_2076282fe019,brand_aware_browser,2023-04-04,0,4,desktop,CA
u_2c6b99237af7,price_sensitive,2023-02-17,0,5,mobile,US
u_f48707dff2b7,new_visitor,2023-05-14,0,9,mobile,US
u_860b433db4b6,repeat_customer,2023-11-27,0,3,mobile,AU
u_5af2b1698a25,new_visitor,2023-10-20,0,3,mobile,US
u_ac1a5823432f,price_sensitive,2023-10-22,0,2,desktop,UK
u_d5e658e66e36,new_visitor,2023-06-24,0,2,desktop,UK
u_ebfa65976618,high_intent_shopper,2023-08-25,0,1,desktop,US
u_a3e351b026fd,high_intent_shopper,2023-05-14,1,2,tablet,UK
u_4334b1f0d24f,brand_aware_browser,2023-05-26,0,4,mobile,UK
u_79cdbe8a1973,price_sensitive,2023-07-29,0,4,desktop,US
u_069f2ad5e7a6,new_visitor,2023-01-11,0,6,desktop,US
u_693be469144b,brand_aware_browser,2023-08-22,0,6,desktop,UK
u_de8948aa9f70,repeat_customer,2023-07-16,1,1,mobile,AU
u_f3303ae4012d,new_visitor,2023-01-24,0,6,tablet,DE
u_8c2e6f0cfe74,price_sensitive,2023-03-07,0,2,desktop,US
u_4a691d6bd4c7,brand_aware_browser,2023-08-28,0,5,mobile,US
u_e9b2df1d1ca5,price_sensitive,2023-10-18,0,6,desktop,US
u_0c5dfd1ec205,brand_aware_browser,2023-08-14,0,4,desktop,US
u_f28b8fc2b317,high_intent_shopper,2023-01-02,0,3,desktop,DE
u_9f874e23ebd4,new_visitor,2023-09-01,0,9,mobile,US
u_6a4405536992,high_intent_shopper,2023-05-20,0,1,mobile,CA
u_d275b75bedb7,high_intent_shopper,2023-09-15,1,3,mobile,UK
u_978f721533df,new_visitor,2023-10-18,0,10,mobile,US
u_17a6b9f8c5d8,brand_aware_browser,2023-09-18,0,4,mobile,US
u_5bc37b2305e1,repeat_customer,2023-04-26,0,2,mobile,DE
u_c6799cbd02dc,brand_aware_browser,2023-04-17,0,1,mobile,US
u_49cef9f4c4e6,brand_aware_browser,2023-02-28,0,3,tablet,US
u_69cd7fad43ff,brand_aware_browser,2023-06-10,0,6,tablet,US
u_b873ee7fecba,brand_aware_browser,2023-07-01,0,7,mobile,DE
u_48081e41a4fa,price_sensitive,2023-04-13,1,2,desktop,UK
u_927f75cb0739,new_visitor,2023-07-24,0,4,mobile,AU
u_b393ea24eaab,price_sensitive,2023-10-14,0,6,mobile,CA
u_2c89b0d96fe5,new_visitor,2023-01-19,0,5,desktop,US
u_9d53e5b7677f,high_intent_shopper,2023-10-08,0,1,mobile,US
u_d7ac97f59850,price_sensitive,2023-04-17,0,1,desktop,DE
u_52d5885c92eb,price_sensitive,2023-07-10,0,5,mobile,US
u_7f9660c653c0,new_visitor,2023-02-22,0,8,desktop,US
u_f09b1c5accdd,high_intent_shopper,2023-02-06,0,3,tablet,US
u_9e4550f313f2,price_sensitive,2023-02-12,0,2,desktop,DE
u_cd3bb2ceb172,new_visitor,2023-06-28,0,3,mobile,UK
u_d7aae46c9dd2,brand_aware_browser,2023-02-16,0,2,mobile,UK
u_0725dcbc5ad9,new_visitor,2023-02-27,0,7,desktop,US
u_1d7b4a1fe88d,high_intent_shopper,2023-08-22,0,2,mobile,US
u_00d966f18182,new_visitor,2023-05-11,0,8,mobile,US
u_dab4b13f2672,new_visitor,2023-03-12,0,4,mobile,AU
u_541fe7446f08,repeat_customer,2023-11-29,1,1,mobile,US
u_9669c89005a4,price_sensitive,2023-09-12,0,3,tablet,DE
u_0f009ec77a69,high_intent_shopper,2023-11-09,0,3,mobile,US
u_49ebc496a35a,new_visitor,2023-01-24,0,10,mobile,DE
u_f07e025bb4a0,price_sensitive,2023-04-12,0,6,mobile,US
u_107bce86d700,high_intent_shopper,2023-11-21,0,1,desktop,US
u_a3c308ad8b7c,repeat_customer,2023-05-31,0,1,mobile,AU
u_8772ca9540c4,price_sensitive,2023-06-21,0,5,mobile,CA
u_37858f712c81,high_intent_shopper,2023-11-06,0,2,mobile,DE
u_41d67d8d3fe0,brand_aware_browser,2023-07-10,0,8,desktop,CA
u_cf3a41fdec24,high_intent_shopper,2023-05-03,1,1,desktop,US
u_869a682db739,price_sensitive,2023-10-01,0,4,desktop,CA
u_4fa10134b07d,repeat_customer,2023-09-12,1,1,mobile,AU
u_2822f018c3ca,price_sensitive,2023-06-17,0,2,mobile,US
u_1bda8ddbcb75,new_visitor,2023-03-25,0,3,mobile,US
u_59892031b04a,new_visitor,2023-11-22,0,6,mobile,UK
u_fe0ca841d869,repeat_customer,2023-08-10,1,1,mobile,CA
u_69a1b4b18de8,high_intent_shopper,2023-08-30,0,4,desktop,US
u_3ae44cb354c4,repeat_customer,2023-05-05,0,1,desktop,US
u_476ba4a5e4ee,price_sensitive,2023-03-11,0,5,tablet,US
u_b833b6799bed,price_sensitive,2023-09-30,0,2,mobile,US
u_b7c4c64492a1,repeat_customer,2023-06-30,0,1,desktop,US
u_f51e1188bdd0,brand_aware_browser,2023-05-03,0,3,mobile,CA
u_5fbc30ae4eaa,new_visitor,2023-09-10,0,7,mobile,DE
u_6e9c1130d6d7,high_intent_shopper,2023-07-26,0,1,mobile,US
u_99f5e4e05b78,repeat_customer,2023-11-04,0,1,desktop,US
u_af2067fa0b5f,high_intent_shopper,2023-01-25,0,4,desktop,UK
u_fa697787cb3d,new_visitor,2023-02-13,0,4,mobile,UK
u_9fc6a926599d,high_intent_shopper,2023-02-09,0,1,mobile,CA
u_e25aebfdbfb2,high_intent_shopper,2023-07-28,0,3,desktop,UK
u_45aadfd80b9d,brand_aware_browser,2023-02-13,0,6,mobile,AU
u_c3769b9a5177,brand_aware_browser,2023-04-23,0,5,mobile,US
u_de439c684c1d,brand_aware_browser,2023-10-25,0,4,mobile,UK
u_8ba3970f1192,price_sensitive,2023-06-12,0,2,desktop,AU
u_0fdc485b5b7b,price_sensitive,2023-05-19,0,5,mobile,US
u_54402dbba161,high_intent_shopper,2023-10-11,0,2,mobile,US
u_02d9e22630b6,brand_aware_browser,2023-06-21,0,5,mobile,US
u_58b7bbec9d69,new_visitor,2023-01-20,0,3,mobile,US
u_25cd29a2689c,repeat_customer,2023-05-08,0,1,desktop,DE
u_3cc1bfa8572d,new_visitor,2023-04-15,0,9,desktop,US
u_f3727f73a361,repeat_customer,2023-02-02,0,2,desktop,UK
u_321a1be8ab80,brand_aware_browser,2023-06-13,0,8,mobile,CA
u_279895663260,high_intent_shopper,2023-06-22,0,1,mobile,US
u_d949bbbd7749,brand_aware_browser,2023-03-24,0,5,mobile,US
u_5f0caafe1ff7,new_visitor,2023-11-10,0,6,desktop,US
u_a6c266c90b90,new_visitor,2023-02-04,0,10,mobile,US
u_aa2b91caae28,price_sensitive,2023-03-28,0,3,mobile,US
u_11e1e6cf476a,high_intent_shopper,2023-08-23,0,3,mobile,US
u_8f37ddef6bb6,high_intent_shopper,2023-02-03,1,1,mobile,US
u_405886a50766,brand_aware_browser,2023-05-16,0,2,desktop,US
u_ce49bc8a2241,price_sensitive,2023-07-13,0,5,desktop,CA
u_58319466fd4e,high_intent_shopper,2023-03-30,1,2,mobile,US
u_ba148ae57d90,new_visitor,2023-08-05,0,1,desktop,CA
u_039a67a63cfa,brand_aware_browser,2023-02-14,0,1,mobile,UK
u_b5dd74d60ab8,new_visitor,2023-10-05,0,10,desktop,US
u_2871500fe7b2,new_visitor,2023-09-04,0,3,desktop,US
u_b4499dfef905,new_visitor,2023-05-22,0,4,mobile,US
u_48dac14f1766,repeat_customer,2023-06-29,0,1,mobile,US
u_87d3f319e010,repeat_customer,2023-04-22,1,3,mobile,US
u_ccb79b8c2c29,repeat_customer,2023-08-23,0,3,mobile,US
u_f48ecb243c79,repeat_customer,2023-02-17,1,4,tablet,CA
u_009ddf7a713e,price_sensitive,2023-11-27,0,4,mobile,US
u_b97c7762abb1,new_visitor,2023-08-30,0,4,mobile,US
u_bbbf5525c106,new_visitor,2023-08-31,1,3,mobile,CA
u_97e77005a4c5,new_visitor,2023-06-28,0,5,mobile,US
u_0e4f6841e3e7,new_visitor,2023-05-21,0,2,desktop,US
u_2204ab80a388,brand_aware_browser,2023-10-16,0,6,desktop,UK
u_3e9539ef08f1,high_intent_shopper,2023-08-27,0,3,mobile,AU
u_bf6bd987f929,price_sensitive,2023-06-29,0,7,mobile,CA
u_b21c65148271,price_sensitive,2023-10-19,0,2,mobile,US
u_0bcd3be6bf22,new_visitor,2023-02-20,0,1,mobile,UK
u_7b21b78e1f8c,price_sensitive,2023-06-25,0,4,desktop,US
u_7e131301a971,price_sensitive,2023-06-19,0,5,desktop,CA
u_97e8ee67c515,price_sensitive,2023-08-15,0,5,mobile,AU
u_f5bb5b195b85,high_intent_shopper,2023-01-05,0,1,mobile,CA
u_310df84b7c5b,repeat_customer,2023-08-20,0,2,tablet,UK
u_eb4c8e2e30ce,new_visitor,2023-09-10,0,8,desktop,CA
u_0028e662dd58,brand_aware_browser,2023-10-10,0,9,mobile,UK
u_fb329b8a1420,price_sensitive,2023-06-12,0,4,mobile,UK
u_de877f32f7e5,price_sensitive,2023-03-15,0,2,tablet,AU
u_e0c66ee11925,brand_aware_browser,2023-01-28,0,4,desktop,US
u_42e73b81ec02,high_intent_shopper,2023-10-19,0,1,mobile,US
u_b8797d2f7cff,new_visitor,2023-04-09,0,6,desktop,US
u_4d8ac8adfaa8,brand_aware_browser,2023-01-17,0,7,desktop,US
u_8baf1a0a48a9,brand_aware_browser,2023-07-22,0,6,mobile,UK
u_cad6612c7840,brand_aware_browser,2023-06-13,0,7,tablet,AU
u_91732f3f27fe,repeat_customer,2023-02-06,0,1,mobile,US
u_2d248f48d1b6,repeat_customer,2023-05-26,0,3,desktop,US
u_a700157f12b3,repeat_customer,2023-10-14,0,4,mobile,US
u_08473294d42e,high_intent_shopper,2023-06-05,0,2,mobile,UK
u_1fd31174358e,new_visitor,2023-03-06,0,9,desktop,US
u_851f6d6ec708,brand_aware_browser,2023-06-08,0,3,desktop,AU
u_347cf3246950,brand_aware_browser,2023-04-26,0,6,mobile,DE
u_4d15465f283c,price_sensitive,2023-02-09,0,1,tablet,US
u_79efcf509e7f,brand_aware_browser,2023-05-20,0,2,mobile,US
u_657b08afd837,new_visitor,2023-10-10,0,4,mobile,CA
u_8e75816970da,new_visitor,2023-07-08,0,4,mobile,AU
u_db7bf62eb6e8,brand_aware_browser,2023-04-20,0,4,mobile,US
u_b2e0f914fda9,new_visitor,2023-06-02,0,7,mobile,UK
u_c10881a7328d,new_visitor,2023-04-04,0,6,mobile,US
u_05edaa44f5c8,new_visitor,2023-05-18,0,4,tablet,US
u_6cced94bd00a,brand_aware_browser,2023-01-15,0,3,mobile,UK
u_d97ecd887386,price_sensitive,2023-05-27,0,8,mobile,US
u_c225dafdf1a5,brand_aware_browser,2023-03-09,0,4,desktop,US
u_e48bd3af0ddc,new_visitor,2023-05-23,0,4,mobile,CA
u_c84e81714de3,high_intent_shopper,2023-08-17,0,2,desktop,US
u_3c0e68694ca5,price_sensitive,2023-09-28,0,2,mobile,US
u_511ab0c485f6,brand_aware_browser,2023-04-07,0,7,mobile,UK
u_58c95c96fc42,brand_aware_browser,2023-01-13,0,5,desktop,US
u_3fda452ec5aa,repeat_customer,2023-07-28,0,1,mobile,US
u_266da290c662,new_visitor,2023-02-28,0,9,mobile,US
u_41d425192758,repeat_customer,2023-09-26,0,5,mobile,UK
u_9d39aeeec97d,new_visitor,2023-02-26,0,1,mobile,US
u_2246df676b98,brand_aware_browser,2023-07-01,0,8,mobile,AU
u_09196ebc91e1,price_sensitive,2023-10-23,0,1,mobile,UK
u_d478933f3ba5,price_sensitive,2023-04-10,0,5,mobile,US
u_6ba63d534691,high_intent_shopper,2023-10-14,0,1,mobile,UK
u_b42bfb5d7030,price_sensitive,2023-09-26,0,4,mobile,AU
u_5b2ac7e761e5,repeat_customer,2023-10-07,0,2,mobile,CA
u_9993210bffb3,price_sensitive,2023-02-25,0,1,mobile,CA
u_5b3ec9b540a2,new_visitor,2023-10-29,0,2,tablet,US
u_0da5c3881f46,price_sensitive,2023-09-15,0,4,desktop,UK
u_ae20923096ed,high_intent_shopper,2023-11-06,1,3,mobile,DE
u_9a727061742d,high_intent_shopper,2023-03-21,0,2,mobile,US
u_db7507a01cd4,price_sensitive,2023-10-11,0,6,desktop,US
u_5a2ea9621b45,brand_aware_browser,2023-07-08,0,7,mobile,UK
u_000bfe7d44c2,high_intent_shopper,2023-07-15,0,2,desktop,US
u_4158d7fe923d,price_sensitive,2023-05-13,0,1,desktop,US
u_ad27f0a3d709,price_sensitive,2023-01-17,0,5,mobile,UK
u_e32f68e0fc46,brand_aware_browser,2023-05-28,0,5,desktop,UK
u_4317675319bc,new_visitor,2023-06-17,0,4,mobile,US
u_7acb00ff9751,repeat_customer,2023-04-03,0,1,mobile,UK
u_d50ca2362cd7,brand_aware_browser,2023-03-23,1,4,mobile,UK
u_95d30b0326f6,new_visitor,2023-11-05,0,8,mobile,UK
u_8096372e13ad,repeat_customer,2023-11-24,1,1,mobile,UK
u_782e12fcc8b1,repeat_customer,2023-06-17,0,4,desktop,US
u_4e34603a7217,price_sensitive,2023-07-28,0,8,desktop,CA
u_65bb2714b7bc,high_intent_shopper,2023-02-15,0,1,mobile,CA
u_d84e6a3355e8,repeat_customer,2023-07-31,0,2,desktop,US
u_01ef43ed14bf,brand_aware_browser,2023-10-10,0,3,mobile,US
u_25483a1f3585,new_visitor,2023-01-02,0,3,tablet,US
u_33b7fa41b98e,new_visitor,2023-02-21,0,9,mobile,DE
u_52d07da2f7f0,price_sensitive,2023-10-12,0,2,tablet,US
u_a2edbac2f05f,brand_aware_browser,2023-01-06,1,2,mobile,AU
u_a9696ef16ddb,brand_aware_browser,2023-05-28,0,3,desktop,CA
u_568b78a1b195,brand_aware_browser,2023-11-27,0,1,mobile,US
u_0ca80198b591,price_sensitive,2023-04-22,0,3,mobile,US
u_317b68b59cc9,brand_aware_browser,2023-05-26,0,3,desktop,UK
u_9a5f26dc7c8e,price_sensitive,2023-04-13,1,5,tablet,US
u_779a3e686366,brand_aware_browser,2023-01-22,0,4,desktop,US
u_93cc2c104d15,new_visitor,2023-01-14,0,6,desktop,US
u_875091c5c55d,high_intent_shopper,2023-01-06,0,2,mobile,US
u_0a3f651527a9,new_visitor,2023-10-04,0,5,desktop,US
u_fbfa7a5363e1,new_visitor,2023-11-16,0,8,desktop,AU
u_bbcde2c813ac,price_sensitive,2023-09-21,0,3,mobile,US
u_e02ff5db1b1d,new_visitor,2023-10-01,0,3,mobile,US
u_385d42673fe4,price_sensitive,2023-07-17,0,2,desktop,UK
u_0aa9a68e0b06,repeat_customer,2023-04-29,0,2,mobile,US
u_20a47dc9a5ef,brand_aware_browser,2023-07-01,0,5,mobile,US
u_b0e3b8702984,brand_aware_browser,2023-06-12,0,4,mobile,US
u_2afa6c54a564,price_sensitive,2023-10-28,0,3,desktop,CA
u_616c4871d41d,price_sensitive,2023-06-30,0,4,mobile,US
u_1da8a95c9dcc,price_sensitive,2023-11-06,0,5,desktop,US
u_d74329d2ab4a,brand_aware_browser,2023-07-04,0,7,mobile,CA
u_b9415f06c7ca,brand_aware_browser,2023-03-14,0,5,desktop,UK
u_12c7cc3f2016,high_intent_shopper,2023-03-21,0,1,mobile,US
u_9d5aee88d1c4,high_intent_shopper,2023-07-22,0,1,mobile,CA
u_c6c2e8e70c9a,brand_aware_browser,2023-02-17,0,5,mobile,US
u_01b06ac382e4,high_intent_shopper,2023-10-25,1,3,mobile,US
u_4387c9787f2d,high_intent_shopper,2023-10-06,0,1,mobile,US
u_9c009ec2601b,new_visitor,2023-07-01,0,1,mobile,UK
u_09cf978410e4,high_intent_shopper,2023-03-03,0,1,mobile,UK
u_eb8b8da6c836,repeat_customer,2023-07-05,0,1,mobile,US
u_116374fb6313,brand_aware_browser,2023-07-31,0,3,desktop,CA
u_85630e5cb649,new_visitor,2023-10-12,0,3,mobile,CA
u_5b6c177e1529,price_sensitive,2023-06-09,0,6,desktop,AU
u_a8aa0bac3fb2,brand_aware_browser,2023-02-19,0,5,desktop,CA
u_49a1619ad12b,price_sensitive,2023-05-02,0,3,mobile,US
u_a0ec3b50fb57,brand_aware_browser,2023-10-29,0,7,desktop,CA
u_7ac950c31b90,price_sensitive,2023-05-14,0,4,mobile,US
u_6492fccb105f,high_intent_shopper,2023-11-21,0,1,mobile,AU
u_ee4d8e588d7a,new_visitor,2023-07-24,0,8,mobile,US
u_a5b6fae8eacb,price_sensitive,2023-06-02,0,2,mobile,DE
u_b69d33036e17,brand_aware_browser,2023-08-14,0,2,desktop,US
u_2512f428cb08,new_visitor,2023-02-26,0,11,desktop,US
u_630f4ba57507,brand_aware_browser,2023-06-03,0,3,mobile,AU
u_7a5221560f30,new_visitor,2023-04-24,0,6,mobile,UK
u_4ed294f40fe5,price_sensitive,2023-01-06,0,8,mobile,UK
u_cf6d7e5d4006,new_visitor,2023-04-06,0,5,mobile,UK
u_987e91987b2a,high_intent_shopper,2023-02-28,0,3,mobile,CA
u_6851af5f30dc,new_visitor,2023-11-12,0,8,mobile,UK
u_37045544dbdf,new_visitor,2023-01-11,0,9,mobile,US
u_df5c5e2495c7,brand_aware_browser,2023-02-16,0,8,mobile,US
u_4047445068d6,high_intent_shopper,2023-11-04,1,4,desktop,UK
u_40d38d36fc9e,brand_aware_browser,2023-09-23,0,6,mobile,US
u_f3fbead5b86b,new_visitor,2023-06-16,0,5,desktop,US
u_aa9a6d9a8105,brand_aware_browser,2023-10-19,0,5,desktop,US
u_ac756ca3aece,price_sensitive,2023-05-28,1,1,desktop,US
u_7f90a6d983b4,high_intent_shopper,2023-02-15,0,1,desktop,US
u_7440cfa0c211,brand_aware_browser,2023-03-10,0,4,mobile,US
u_32d70ffc0bea,price_sensitive,2023-03-15,0,4,mobile,US
u_ff77d3eeecd0,new_visitor,2023-03-04,0,3,mobile,CA
u_9f26581b15f4,price_sensitive,2023-06-09,0,1,mobile,CA
u_efea6c502063,new_visitor,2023-06-17,0,6,mobile,US
u_10770348d4e2,price_sensitive,2023-06-17,0,1,mobile,US
u_56a95a9aab84,high_intent_shopper,2023-04-02,0,2,desktop,CA
u_21515ba11106,brand_aware_browser,2023-10-05,0,6,mobile,US
u_c428b54769fe,price_sensitive,2023-11-18,0,4,mobile,AU
u_561478f37f59,new_visitor,2023-07-24,0,3,tablet,US
u_78558ad1a787,new_visitor,2023-10-18,0,3,desktop,US
u_1e5e745a9ac6,brand_aware_browser,2023-01-27,0,5,mobile,US
u_6e015bff8296,brand_aware_browser,2023-06-07,0,2,desktop,UK
u_00f10d389f9c,brand_aware_browser,2023-01-29,0,3,mobile,US
u_2abeeb4168cc,new_visitor,2023-06-12,0,9,mobile,CA
u_2626c1d3ab8e,new_visitor,2023-02-06,0,5,desktop,UK
u_d562f1b4b394,new_visitor,2023-06-03,0,1,mobile,US
u_bd6529efa96b,brand_aware_browser,2023-01-04,0,4,desktop,US
u_e67c6857eaab,price_sensitive,2023-04-09,0,4,desktop,US
u_e2772eda58ed,price_sensitive,2023-07-07,0,3,mobile,US
u_1ddd4a47daa9,brand_aware_browser,2023-09-05,0,4,mobile,DE
u_23bd662010b3,price_sensitive,2023-01-10,0,3,mobile,AU
u_8ae1087d288e,high_intent_shopper,2023-01-30,0,3,mobile,US
u_87239eab5cf3,high_intent_shopper,2023-03-16,0,2,desktop,US
u_b30aaf0c3953,new_visitor,2023-05-24,0,10,mobile,US
u_7eae46030683,new_visitor,2023-04-28,0,9,mobile,US
u_a3933bff29bd,price_sensitive,2023-02-09,0,3,mobile,UK
u_847932ed0273,price_sensitive,2023-01-01,0,5,desktop,US
u_3d9cb3f9fdbd,brand_aware_browser,2023-10-28,0,7,mobile,US
u_66ade4d866e2,new_visitor,2023-09-20,0,5,desktop,US
u_aa1834bec6f1,new_visitor,2023-10-24,0,5,desktop,US
u_95377f0abecf,new_visitor,2023-11-20,0,2,desktop,US
u_77b8a6925308,new_visitor,2023-01-02,0,6,desktop,US
u_522670953d3e,brand_aware_browser,2023-09-30,0,7,mobile,CA
u_b75a2e862f5b,brand_aware_browser,2023-05-19,0,8,mobile,AU
u_88730364eee4,price_sensitive,2023-10-27,0,2,mobile,US
u_be2d416abaed,brand_aware_browser,2023-03-24,0,3,mobile,US
u_b927ebd4b430,new_visitor,2023-09-27,0,4,mobile,AU
u_90841723f531,brand_aware_browser,2023-03-20,0,1,mobile,US
u_1a5f4d57562c,high_intent_shopper,2023-07-06,0,4,mobile,US
u_18e5eeebfbd8,brand_aware_browser,2023-07-07,0,2,mobile,US
u_ade96ddf7ab5,new_visitor,2023-02-02,0,7,mobile,UK
u_68a3c2a28473,brand_aware_browser,2023-05-10,0,3,desktop,CA
u_854e2c4f5c1f,repeat_customer,2023-01-02,0,3,desktop,UK
u_5a30e897bc7d,price_sensitive,2023-03-01,0,5,mobile,US
u_ad064e7c1c92,high_intent_shopper,2023-05-02,1,1,mobile,US
u_e41bdb59d44c,price_sensitive,2023-03-23,0,3,desktop,DE
u_70b6243dee76,new_visitor,2023-06-07,0,9,mobile,CA
u_aa2576ede080,price_sensitive,2023-08-01,0,5,mobile,US
u_baee902d6729,new_visitor,2023-10-19,0,8,mobile,UK
u_2378f4363799,brand_aware_browser,2023-04-28,0,2,mobile,US
u_619bd4af774b,high_intent_shopper,2023-03-08,0,1,mobile,US
u_4058dfb4884b,new_visitor,2023-05-25,0,5,desktop,US
u_839d51f2dfab,brand_aware_browser,2023-03-14,0,6,desktop,UK
u_26e594e60dcb,price_sensitive,2023-06-10,0,5,mobile,US
u_be48fd6d1c56,new_visitor,2023-02-26,0,4,tablet,AU
u_fb7a67e3734d,brand_aware_browser,2023-08-14,0,5,desktop,CA
u_40f7cee5306c,new_visitor,2023-10-28,1,2,mobile,CA
u_46a6b0ff8c54,high_intent_shopper,2023-07-01,0,2,desktop,US
u_c99311fc71c3,brand_aware_browser,2023-11-11,0,6,mobile,UK
u_8551b1b3fc71,high_intent_shopper,2023-01-08,0,1,mobile,US
u_69195a1be339,new_visitor,2023-09-28,0,11,mobile,UK
u_79b2e165d9fa,brand_aware_browser,2023-05-07,0,1,mobile,US
u_545ec29099b2,new_visitor,2023-06-08,0,3,mobile,US
u_86c887cc7933,new_visitor,2023-03-05,0,2,desktop,US
u_f2f7192a520b,price_sensitive,2023-01-05,0,4,mobile,AU
u_4b555abaea10,price_sensitive,2023-06-19,0,4,mobile,AU
u_b540707c89ed,price_sensitive,2023-10-12,0,3,mobile,US
u_5c83559e8088,brand_aware_browser,2023-06-29,0,4,mobile,DE
u_5c364b7429bf,price_sensitive,2023-06-30,0,5,mobile,US
u_b2692b07cad8,repeat_customer,2023-01-13,0,1,mobile,UK
u_88e9a508b072,new_visitor,2023-10-31,0,3,tablet,AU
u_953d3e23266e,new_visitor,2023-07-31,0,1,mobile,US
u_ed5abd252f74,new_visitor,2023-04-25,0,3,mobile,US
u_21bbe42845f3,new_visitor,2023-02-05,0,7,mobile,US
u_1f2d6a760053,price_sensitive,2023-01-27,0,6,desktop,US
u_4b2654e85ba0,repeat_customer,2023-08-17,0,3,mobile,UK
u_b9557cdcb248,new_visitor,2023-05-07,0,9,mobile,AU
u_24657629c2ff,brand_aware_browser,2023-04-07,0,5,mobile,AU
u_b4a47fec1f93,new_visitor,2023-04-03,0,6,mobile,US
u_6146f7088dde,price_sensitive,2023-04-01,0,3,tablet,US
u_b5bfd23bd5a0,repeat_customer,2023-09-17,0,2,desktop,US
u_66b6c66bacd4,new_visitor,2023-07-22,0,4,mobile,UK
u_c198e0106314,new_visitor,2023-08-05,0,3,desktop,US
u_663fdf358a12,brand_aware_browser,2023-04-30,1,2,desktop,US
u_a57490959a76,new_visitor,2023-05-13,0,3,mobile,US
u_5675c8e4315e,price_sensitive,2023-02-20,0,4,mobile,US
u_1ee3827f1018,brand_aware_browser,2023-03-07,0,2,desktop,US
u_9301cb7f1f16,new_visitor,2023-02-09,0,7,mobile,US
u_d384a18878bd,price_sensitive,2023-04-30,0,1,tablet,US
u_f23e169bef08,repeat_customer,2023-10-10,0,1,mobile,US
u_8b542db43ade,brand_aware_browser,2023-07-28,0,8,mobile,UK
u_340341736165,price_sensitive,2023-07-01,0,6,mobile,UK
u_1c668b0a6b7f,repeat_customer,2023-07-22,0,3,mobile,DE
u_58b8a3e96bcc,price_sensitive,2023-01-09,0,4,desktop,AU
u_a92dcea77826,brand_aware_browser,2023-09-24,0,3,mobile,CA
u_8869e2b422d5,new_visitor,2023-08-17,0,7,desktop,US
u_c40221af0130,price_sensitive,2023-03-11,0,5,mobile,US
u_caaedb398aa1,new_visitor,2023-01-30,0,4,mobile,CA
u_cb1f3c39cbd0,price_sensitive,2023-04-03,0,5,mobile,US
u_481c8fbd84b0,brand_aware_browser,2023-08-11,0,7,mobile,US
u_220e67fe1617,price_sensitive,2023-11-29,0,1,mobile,US
u_e1357963eabb,price_sensitive,2023-04-28,0,1,mobile,US
u_c53c4f7f91c6,price_sensitive,2023-11-28,0,2,mobile,US
u_2bd82cea8622,price_sensitive,2023-09-08,0,1,desktop,AU
u_d7b4203569f2,price_sensitive,2023-06-25,0,1,tablet,US
u_cd7300537489,high_intent_shopper,2023-07-28,0,3,tablet,UK
u_552b3120ad87,price_sensitive,2023-09-23,0,8,mobile,US
u_0c64f1421cc3,brand_aware_browser,2023-05-21,0,3,desktop,US
u_5adfcbda5111,high_intent_shopper,2023-03-01,0,1,desktop,US
u_47672f2994cb,new_visitor,2023-10-06,0,5,desktop,US
u_025d445b9773,repeat_customer,2023-10-13,0,2,desktop,US
u_8f8bf2595120,repeat_customer,2023-04-30,0,8,mobile,US
u_2ec6187c15a2,price_sensitive,2023-11-13,0,1,mobile,DE
u_c3c5035ec553,new_visitor,2023-10-11,0,9,mobile,US
u_f41271ca7cbb,repeat_customer,2023-05-31,0,3,desktop,US
u_477b676c9a0c,new_visitor,2023-11-01,0,9,mobile,AU
u_c8b7c21b8cd5,brand_aware_browser,2023-07-20,0,3,desktop,US
u_ed67ed2c77a4,new_visitor,2023-04-08,0,4,mobile,CA
u_c74ba0d8e1c4,new_visitor,2023-01-26,0,6,mobile,US
u_2c240d559fe3,new_visitor,2023-03-09,0,6,desktop,US
u_f6a0c0bade35,brand_aware_browser,2023-03-19,0,3,mobile,US
u_327df314a4bf,brand_aware_browser,2023-09-15,0,1,mobile,US
u_fc2ae6c8ee9f,brand_aware_browser,2023-10-31,0,3,desktop,UK
u_a4cc45e9481d,brand_aware_browser,2023-03-11,0,3,mobile,DE
u_93ce8641fdd6,new_visitor,2023-11-29,0,6,desktop,US
u_547377c015a2,high_intent_shopper,2023-11-27,1,3,mobile,CA
u_d43ddddd5e90,high_intent_shopper,2023-04-14,0,1,tablet,US
u_5d7fd5f98fc6,brand_aware_browser,2023-10-13,0,11,mobile,US
u_81c911bc5d09,brand_aware_browser,2023-05-31,0,1,mobile,US
u_a57dff5cec3e,brand_aware_browser,2023-03-06,0,5,desktop,UK
